assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,platform,sex,species,specimenID,specimenIdSource,tissue,cellSubType,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,tumorType,consortium,fileFormat,fundingAgency,resourceType,nf1Genotype,nf2Genotype,study,id,name,studyId,studyName,reportMilestone,readPair,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,createdOn,isModelSystem,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,age,sciDataRelease,accessTeam,modelOf,accessType,libraryPreparationMethod,fileType,age_months,disease,sampleIdentifier,tissueType,dataFileSizeBytes,dataFileMD5Hex,Filename,assayTarget,eTag,entityId,experimentalTimepoint,cellLineMetadataSynId,individualMetadataSynId,specimenMetadataSynId,isGenomewideNetwork,bodyPart,dissociationMethod,failedQC,filename,isXenograft,nucleicAcidSource,compoundId,organism,caseNumber,dob,dod,experimentalTimePointUnit,sampleID,secondCompoundDose,secondCompoundDoseUnit,studySite,initiative,channel,histology,grade,isMultiSample,cellLine,cellLineSource,isPairedEnd,detailed_diagnosis,file,tissueID,chemicalDataType,chemicalDatabase,fingerprintType,inputDataType,outputDataType,softwareAuthor,softwareLanguage,softwareLanguageVersion,softwareName,softwareRepository,softwareRepositoryType,softwareType,softwareVersion,structureFormat,experimentNumber,experimenter,specimenId,individualId,modelSystemStrainNomenclature,transplantationRecipientSpecies,experimentId,proteinExtractSource
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9649,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492362,9649 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632502,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9453,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492364,9653 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632503,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9684,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492366,9684 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632505,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9685,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492367,9685 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632506,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9685,"","",,,,,,,,,,,,,"",,powerpoint,CTF,report,"","",NF1 Porcine Models,syn10492368,NF1 Lesion Observation 111516_9685.pptx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632507,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9686,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492375,9686 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632509,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9687,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492376,9687 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632510,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9687,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492377,9687_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632511,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9688,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492378,9688 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632512,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9689,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492380,9689 07.25.17 Necropsy Data Sheet.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632514,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9689,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492381,9689 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632515,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9689,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492382,9689_MR-CT_7-17-17.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632516,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9690,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492383,9690 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632517,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9691,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492390,9691 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632519,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9692,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492392,9692 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632521,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9692,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492393,9692_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632522,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9693,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492394,9693 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632523,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9693,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492395,9693_01.24.17 Necropsy Data Sheets.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632525,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9693,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492399,9693_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632526,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9694,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492409,9694 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632529,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9694,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492411,9694_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632536,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9695,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492412,9695 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632540,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9695,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492414,9695_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632547,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9696,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492415,9696 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632548,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9697,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492418,9697 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632551,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9699,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492423,9699 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632553,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9700,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492427,9700 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632559,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9701,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492431,9701 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632561,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9704,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492433,9704 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632566,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9705,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492435,9705 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632568,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9705,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492436,9705_01.24.17 Necropsy Data Sheets.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632569,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9705,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492437,9705_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632570,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9705,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492438,9708 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632571,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9708,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492439,9708_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632572,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9711,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492441,9711 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632574,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9711,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492442,9711_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632575,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9712,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492444,9712 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632577,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9714,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492449,9714 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632579,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9715,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492452,9715 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632582,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9716,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492453,9716 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632585,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9717,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492454,9717 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632586,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9727,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492456,9727 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632588,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9727,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492457,9727_01.24.17Necropsy Data Sheets.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632589,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9727,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492458,9727_Oct16 Pics.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632590,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9728,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492459,9728 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632591,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9728,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492460,9728_05.02.17 Necropsy Data Sheets.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632592,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9729,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492466,9729 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632594,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9729,"","",,,,,,,,,,,,,"",,pdf,CTF,report,"","",NF1 Porcine Models,syn10492468,9729_05.02.17 Necropsy Data Sheets.pdf,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632595,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,"","",Neurofibromatosis type 1,"",UMN,,,,,"","","",Pig,9730,"","",,,,,,,,,,,,,"",,doc,CTF,report,"","",NF1 Porcine Models,syn10492470,9730 Notes.docx,syn5610446,Synodos NF1 Preclinical Models (Iowa Sanford Exemplar),,,,,,,,,,,,,,,,,,"",,17632597,,,,,"",,,,,,syn10624830,syn5610418,,,,,,"",PRIVATE,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
